付く,つく,ツク
全て,すべて,スベテ
可能,可能,カノウ
相手,相手,アイテ
大きい,大きい,オオキイ
本当,本当,ホントウ
余り,あまり,アマリ
学校,学校,ガッコウ
点,点,テン
違う,違う,チガウ
始める,始める,ハジメル
呼ぶ,呼ぶ,ヨブ
母,母,ハハ
上げる,あげる,アゲル
零,０,レイ
らしい,らしい,ラシイ
七十,七十,ナナジュウ
アメリカ,アメリカ,アメリカ
形,形,カタチ
ばかり,ばかり,バカリ
過ぎる,すぎる,スギル
方法,方法,ホウホウ
悪い,悪い,ワルイ
筈,はず,ハズ
直ぐ,すぐ,スグ
企業,企業,キギョウ
情報,情報,ジョウホウ
唯,ただ,タダ
研究,研究,ケンキュウ
わ,わ,ワ
こんな,こんな,コンナ
大きな,大きな,オオキナ
感ずる,感ずる,カンズル
頭,頭,アタマ
続ける,続ける,ツヅケル
通り,通り,トオリ
何の,どの,ドノ
食べる,食べる,タベル
パーセント,％,パーセント
先生,先生,センセイ
生,生,ナマ
存在,存在,ソンザイ
強い,強い,ツヨイ
名,名,ナ
代,代,ダイ
矢張り,やはり,ヤハリ
経済,経済,ケイザイ
氏,氏,シ
り,り,リ
大学,大学,ダイガク
父,父,チチ
店,店,ミセ
別,別,ベツ
口,口,クチ
町,町,チョウ
質問,質問,シツモン
掛かる,かかる,カカル
何故,なぜ,ナゼ
現在,現在,ゲンザイ
先ず,まず,マズ
変わる,変わる,カワル
部,部,ブ
市,市,シ
例えば,例えば,タトエバ
読む,読む,ヨム
中国,中国,チュウゴク
語,語,ゴ
水,水,ミズ
買う,買う,カウ
詰まり,つまり,ツマリ
電話,電話,デンワ
二千,二千,ニセン
少ない,少ない,スクナイ
生きる,生きる,イキル
回,回,カイ
気持ち,気持ち,キモチ
全く,全く,マッタク
結果,結果,ケッカ
主義,主義,シュギ
側,側,ガワ
地,地,チ
書,書,ショ
長い,長い,ナガイ
切る,切る,キル
どんな,どんな,ドンナ
今日,今日,キョウ
一寸,ちょっと,チョット
教育,教育,キョウイク
県,県,ケン
立つ,立つ,タツ
彼の,あの,アノ
道,道,ミチ
トウキョウ,トウキョウ,トウキョウ
何れ,いずれ,イズレ
二百,二百,ニヒャク
好き,好き,スキ
或る,ある,アル
殆ど,ほとんど,ホトンド
山,山,ヤマ
なんて,なんて,ナンテ
帰る,帰る,カエル
話す,話す,ハナス
風,風,カゼ
みたい,みたい,ミタイ
若し,もし,モシ
場,場,バ
人々,人々,ヒトビト
姿,姿,スガタ
或いは,あるいは,アルイハ
一緒,一緒,イッショ
状態,状態,ジョウタイ
自然,自然,シゼン
特に,特に,トクニ
飲む,飲む,ノム
ページ,ページ,ページ
部屋,部屋,ヘヤ
部分,部分,ブブン
実,実,ジツ
示す,示す,シメス
学,学,ガク
新しい,新しい,アタラシイ
多く,多く,オオク
関する,関する,カンスル
活動,活動,カツドウ
与える,与える,アタエル
既に,すでに,スデニ
事件,事件,ジケン
勿論,もちろん,モチロン
利用,利用,リヨウ
一般,一般,イッパン
一番,一番,イチバン
ちゃん,ちゃん,チャン
最初,最初,サイショ
実際,実際,ジッサイ
確か,確か,タシカ
地域,地域,チイキ
用,用,ヨウ
理由,理由,リユウ
説明,説明,セツメイ
身,身,ミ
政治,政治,セイジ
頂く,いただく,イタダク
神,神,カミ
場所,場所,バショ
権,権,ケン
戻る,戻る,モドル
早い,早い,ハヤイ
評価,評価,ヒョウカ
普通,普通,フツウ
開く,開く,ヒラク
音,音,オト
死ぬ,死ぬ,シヌ
従う,従う,シタガウ
図,図,ズ
止める,やめる,ヤメル
願う,願う,ネガウ
小,小,ショウ
及び,及び,オヨビ
長,長,チョウ
甘い,甘い,アマイ
若い,若い,ワカイ
内容,内容,ナイヨウ
こそ,こそ,コソ
条,条,ジョウ
歩く,歩く,アルク
待つ,待つ,マツ
欲しい,欲しい,ホシイ
労働,労働,ロウドウ
自由,自由,ジユウ
外,外,ソト
違い,違い,チガイ
求める,求める,モトメル
当時,当時,トウジ
初めて,初めて,ハジメテ
自身,自身,ジシン
館,館,カン
何方,どちら,ドチラ
意識,意識,イシキ
事業,事業,ジギョウ
深い,深い,フカイ
重要,重要,ジュウヨウ
結婚,結婚,ケッコン
状況,状況,ジョウキョウ
文化,文化,ブンカ
使用,使用,シヨウ
易い,やすい,ヤスイ
機,機,キ
夜,夜,ヨル
可成,かなり,カナリ
理解,理解,リカイ
戦争,戦争,センソウ
制度,制度,セイド
家族,家族,カゾク
認める,認める,ミトメル
会う,会う,アウ
最近,最近,サイキン
程度,程度,テイド
色々,いろいろ,イロイロ
無,無,ム
箇月,カ月,カゲツ
続く,続く,ツヅク
八百,八百,ハッピャク
社,社,シャ
型,型,カタ
なり鱻断定,なり,ナリ
以外,以外,イガイ
個人,個人,コジン
村,村,ムラ
否,いや,イヤ
例,例,レイ
親,親,オヤ
歴史,歴史,レキシ
向かう,向かう,ムカウ
中心,中心,チュウシン
生まれる,生まれる,ウマレル
最も,最も,モットモ
目的,目的,モクテキ
元,元,モト
御前,お前,オマエ
感,感,カン
昭和,昭和,ショウワ
見せる,見せる,ミセル
迚も,とても,トテモ
環境,環境,カンキョウ
政府,政府,セイフ
君,君,クン
技術,技術,ギジュツ
此方,こちら,コチラ
当たる,当たる,アタル
終わる,終わる,オワル
其々,それぞれ,ソレゾレ
最後,最後,サイゴ
あの,あの,アノ
行動,行動,コウドウ
号,号,ゴウ
色,色,イロ
一方,一方,イッポウ
基本,基本,キホン
写真,写真,シャシン
感じ,感じ,カンジ
乗る,乗る,ノル
屋,屋,ヤ
残る,残る,ノコル
事実,事実,ジジツ
名前,名前,ナマエ
運動,運動,ウンドウ
足,足,アシ
述べる,述べる,ノベル
昔,昔,ムカシ
十分,十分,ジュウブン
君鱻代名詞,君,キミ
もっと,もっと,モット
変化,変化,ヘンカ
保険,保険,ホケン
地方,地方,チホウ
世紀,世紀,セイキ
管理,管理,カンリ
線,線,セン
員,員,イン
新聞,新聞,シンブン
客,客,キャク
国民,国民,コクミン
精神,精神,セイシン
娘,娘,ムスメ
病院,病院,ビョウイン
全体,全体,ゼンタイ
御座る,ござる,ゴザル
我々,我々,ワレワレ
立てる,立てる,タテル
調査,調査,チョウサ
期,期,キ
必ず,必ず,カナラズ
然も,しかも,シカモ
約,約,ヤク
経験,経験,ケイケン
論,論,ロン
効果,効果,コウカ
答える,答える,コタエル
新,新,シン
働く,働く,ハタラク
組織,組織,ソシキ
のみ,のみ,ノミ
経営,経営,ケイエイ
行為,行為,コウイ
メール鱻mail,メール,メール
送る,送る,オクル
始まる,始まる,ハジマル
五百,五百,ゴヒャク
国家,国家,コッカ
責任,責任,セキニン
系,系,ケイ
さえ,さえ,サエ
自己,自己,ジコ
奴,奴,ヤツ
影響,影響,エイキョウ
軍,軍,グン
含む,含む,フクム
ちゃう,ちゃう,チャウ
起こる,起こる,オコル
海,海,ウミ
関わる,かかわる,カカワル
品,品,ヒン
様々,さまざま,サマザマ
忘れる,忘れる,ワスレル
三百,三百,サンビャク
では,では,デワ
商品,商品,ショウヒン
嫌,いや,イヤ
済む,すむ,スム
笑う,笑う,ワラウ
機能,機能,キノウ
夫,夫,オット
ぞ,ぞ,ゾ
計画,計画,ケイカク
為さる,なさる,ナサル
式,式,シキ
生産,生産,セイサン
変える,変える,カエル
花,花,ハナ
同時,同時,ドウジ
引く,引く,ヒク
対象,対象,タイショウ
辺り,あたり,アタリ
沢山,たくさん,タクサン
船,船,フネ
男性,男性,ダンセイ
売る,売る,ウル
進む,進む,ススム
渡る,渡る,ワタル
当然,当然,トウゼン
選ぶ,選ぶ,エラブ
寺,寺,ジ
価値,価値,カチ
思い,思い,オモイ
大変,大変,タイヘン
表現,表現,ヒョウゲン
量,量,リョウ
小さな,小さな,チイサナ
テレビ,テレビ,テレビ
確認,確認,カクニン
走る,走る,ハシル
妻,妻,ツマ
以前,以前,イゼン
銀行,銀行,ギンコウ
我が,わが,ワガ
現われる,現れる,アラワレル
党,党,トウ
住む,住む,スム
文字,文字,モジ
簡単,簡単,カンタン
木,木,キ
奥,奥,オク
現実,現実,ゲンジツ
年間,年間,ネンカン
判断,判断,ハンダン
都市,都市,トシ
近く,近く,チカク
川,川,カワ
面,面,メン
難い,がたい,ガタイ
朝,朝,チョウ
駄目,ダメ,ダメ
システム,システム,システム
時期,時期,ジキ
機関,機関,キカン
表,表,ヒョウ
彼れ,あれ,アレ
光,光,ヒカリ
条件,条件,ジョウケン
伝える,伝える,ツタエル
動く,動く,ウゴク
役,役,ヤク
率,率,リツ
決める,決める,キメル
首,首,クビ
作品,作品,サクヒン
即ち,すなわち,スナワチ
明治,明治,メイジ
際,際,サイ
友達,友達,トモダチ
エド,江戸,エド
市場,市場,シジョウ
勧める,勧める,ススメル
猶,なお,ナオ
気付く,気づく,キヅク
描く,描く,エガク
明らか,明らか,アキラカ
幾,いく,イク
積り,つもり,ツモリ
以下,以下,イカ
決定,決定,ケッテイ
夢,夢,ユメ
室,室,シツ
なんか,なんか,ナンカ
覚える,覚える,オボエル
官,官,カン
酒,酒,サケ
つつ,つつ,ツツ
章,章,ショウ
打つ,打つ,ウツ
天皇,天皇,テンノウ
心配,心配,シンパイ
近い,近い,チカイ
非常,非常,ヒジョウ
国際,国際,コクサイ
対応,対応,タイオウ
土地,土地,トチ
小さい,小さい,チイサイ
成す,なす,ナス
原因,原因,ゲンイン
注意,注意,チュウイ
毎日,毎日,マイニチ
警察,警察,ケイサツ
人生,人生,ジンセイ
逆,逆,ギャク
士,士,シ
死,死,シ
患者,患者,カンジャ
裁判,裁判,サイバン
開ける,開ける,アケル
自ら,自ら,ミズカラ
期間,期間,キカン
今度,今度,コンド
大切,大切,タイセツ
紹介,紹介,ショウカイ
向ける,向ける,ムケル
難しい,難しい,ムズカシイ
殺す,殺す,コロス
凄い,すごい,スゴイ
各,各,カク
語る,語る,カタル
信ずる,信ずる,シンズル
幾ら,いくら,イクラ
額,額,ヒタイ
はっきり,はっきり,ハッキリ
絶対,絶対,ゼッタイ
ああ,ああ,アア
ずっと,ずっと,ズット
意見,意見,イケン
合わせる,合わせる,アワセル
能力,能力,ノウリョク
家庭,家庭,カテイ
一体,一体,イッタイ
指導,指導,シドウ
自動,自動,ジドウ
委員,委員,イイン
用いる,用いる,モチイル
連絡,連絡,レンラク
始め,はじめ,ハジメ
主人,主人,シュジン
連れる,連れる,ツレル
島,島,トウ
とも,とも,トモ
メートル,メートル,メートル
真,真,シン
構造,構造,コウゾウ
政策,政策,セイサク
サービス,サービス,サービス
母親,母親,ハハオヤ
フランス,フランス,フランス
異なる,異なる,コトナル
治療,治療,チリョウ
面白い,面白い,オモシロイ
様子,様子,ヨウス
限り,限り,カギリ
直接,直接,チョクセツ
料理,料理,リョウリ
離れる,離れる,ハナレル
無理,無理,ムリ
院,院,イン
胸,胸,ムネ
反対,反対,ハンタイ
枚,枚,マイ
業,業,ギョウ
残す,残す,ノコス
省,省,ショウ
探す,探す,サガス
広い,広い,ヒロイ
至る,至る,イタル
経つ,経つ,タツ
似る,似る,ニル
参加,参加,サンカ
報告,報告,ホウコク
薬,薬,クスリ
但し,ただし,タダシ
料,料,リョウ
事務,事務,ジム
回答,回答,カイトウ
同様,同様,ドウヨウ
守る,守る,マモル
不安,不安,フアン
困る,困る,コマル
ドイツ,ドイツ,ドイツ
相談,相談,ソウダン
加える,加える,クワエル
一部,一部,イチブ
取り引き,取引,トリヒキ
調べる,調べる,シラベル
暫く,しばらく,シバラク
外国,外国,ガイコク
設定,設定,セッテイ
耳,耳,ミミ
駅,駅,エキ
種,種,シュ
七百,七百,ナナヒャク
専門,専門,センモン
出品,出品,シュッピン
病気,病気,ビョウキ
まあ,まあ,マア
生ずる,生ずる,ショウズル
驚く,驚く,オドロク
たり鱻断定,たり,タリ
契約,契約,ケイヤク
開発,開発,カイハツ
失う,失う,ウシナウ
規定,規定,キテイ
させる,させる,サセル
支配,支配,シハイ
合う,合う,アウ
無くなる,なくなる,ナクナル
増える,増える,フエル
非,非,ヒ
歌,歌,ウタ
発生,発生,ハッセイ
映画,映画,エイガ
六百,六百,ロッピャク
高,高,コウ
四百,四百,ヨンヒャク
上がる,上がる,アガル
派,派,ハ
中々,なかなか,ナカナカ
無し,なし,ナシ
美しい,美しい,ウツクシイ
食事,食事,ショクジ
選択,選択,センタク
障害,障害,ショウガイ
個,個,コ
結局,結局,ケッキョク
代表,代表,ダイヒョウ
振り,ぶり,ブリ
起きる,起きる,オキル
座る,座る,スワル
聞こえる,聞こえる,キコエル
少年,少年,ショウネン
友人,友人,ユウジン
具体,具体,グタイ
局,局,キョク
右,右,ミギ
完全,完全,カンゼン
成長,成長,セイチョウ
人物,人物,ジンブツ
身体,身体,シンタイ
息子,息子,ムスコ
位置,位置,イチ
白い,白い,シロイ
費,費,ヒ
ホテル,ホテル,ホテル
立場,立場,タチバ
低い,低い,ヒクイ
主,主,ヌシ
互い,互い,タガイ
勉強,勉強,ベンキョウ
思い出す,思い出す,オモイダス
許す,許す,ユルス
音楽,音楽,オンガク
オオサカ,大阪,オオサカ
落ちる,落ちる,オチル
大丈夫,大丈夫,ダイジョウブ
王,王,オウ
表示,表示,ヒョウジ
決して,決して,ケッシテ
繰り返す,繰り返す,クリカエス
利益,利益,リエキ
科学,科学,カガク
期待,期待,キタイ
作業,作業,サギョウ
軈て,やがて,ヤガテ
兄,兄,アニ
宗教,宗教,シュウキョウ
回る,回る,マワル
起こす,起こす,オコス
奇麗,きれい,キレイ
常,常,ツネ
落札,落札,ラクサツ
如何に,いかに,イカニ
石,石,イシ
中央,中央,チュウオウ
主張,主張,シュチョウ
項,項,コウ
寧ろ,むしろ,ムシロ
階,階,カイ
段階,段階,ダンカイ
再,再,サイ
犬,犬,イヌ
番,番,バン
保護,保護,ホゴ
イギリス,イギリス,イギリス
楽しい,楽しい,タノシイ
学生,学生,ガクセイ
種類,種類,シュルイ
因み,ちなみ,チナミ
台,台,ダイ
通ずる,通ずる,ツウズル
消費,消費,ショウヒ
決まる,決まる,キマル
寝る,寝る,ネル
比べる,比べる,クラベル
周り,周り,マワリ
特別,特別,トクベツ
限る,限る,カギル
データ,データ,データ
所為,せい,セイ
比較,比較,ヒカク
高校,高校,コウコウ
振る,降る,フル
嬉しい,うれしい,ウレシイ
酷い,ひどい,ヒドイ
危険,危険,キケン
知識,知識,チシキ
資本,資本,シホン
生徒,生徒,セイト
価格,価格,カカク
税,税,ゼイ
古い,古い,フルイ
現代,現代,ゲンダイ
表わす,表す,アラワス
億,億,オク
発展,発展,ハッテン
通す,通す,トオス
構成,構成,コウセイ
城,城,シロ
方向,方向,ホウコウ
丸で,まるで,マルデ
産業,産業,サンギョウ
処理,処理,ショリ
発見,発見,ハッケン
同,同,ドウ
行政,行政,ギョウセイ
安い,やすい,ヤスイ
致す,いたす,イタス
一杯,いっぱい,イッパイ
制,制,セイ
基づく,基づく,モトヅク
認識,認識,ニンシキ
動き,動き,ウゴキ
消える,消える,キエル
考え,考え,カンガエ
腰,腰,コシ
恐らく,おそらく,オソラク
結構,結構,ケッコウ
故,ゆえ,ユエ
嘗て,かつて,カツテ
基準,基準,キジュン
尋ねる,尋ねる,タズネル
表情,表情,ヒョウジョウ
街,街,マチ
購入,購入,コウニュウ
小説,小説,ショウセツ
年金,年金,ネンキン
金融,金融,キンユウ
文,文,ブン
権利,権利,ケンリ
解決,解決,カイケツ
紙,紙,カミ
施設,施設,シセツ
区,区,ク
英語,英語,エイゴ
性格,性格,セイカク
馬鹿,バカ,バカ
半,半,ハン
器,器,ウツワ
見付ける,見つける,ミツケル
本人,本人,ホンニン
美味しい,おいしい,オイシイ
正しい,正しい,タダシイ
触れる,触れる,フレル
参照,参照,サンショウ
絵,絵,エ
再び,再び,フタタビ
記憶,記憶,キオク
はい,はい,ハイ
動物,動物,ドウブツ
父親,父親,チチオヤ
役割,役割,ヤクワリ
自体,自体,ジタイ
隊,隊,タイ
思想,思想,シソウ
払う,払う,ハラウ
遊ぶ,遊ぶ,アソブ
急,急,キュウ
頼む,頼む,タノム
イメージ,イメージ,イメージ
過去,過去,カコ
殿,殿,トノ
詳しい,詳しい,クワシイ
頑張る,頑張る,ガンバル
毎,ごと,ゴト
法律,法律,ホウリツ
不思議,不思議,フシギ
科,科,カ
抱く,抱く,イダク
医療,医療,イリョウ
略,略,リャク
住宅,住宅,ジュウタク
改革,改革,カイカク
横,横,ヨコ
次第,次第,シダイ
激しい,激しい,ハゲシイ
楽しむ,楽しむ,タノシム
値,値,アタイ
ずつ,ずつ,ズツ
投資,投資,トウシ
成功,成功,セイコウ
健康,健康,ケンコウ
他人,他人,タニン
大事,大事,ダイジ
実現,実現,ジツゲン
努力,努力,ドリョク
記録,記録,キロク
腕,腕,ウデ
大人,大人,オトナ
計算,計算,ケイサン
流れる,流れる,ナガレル
言語,言語,ゲンゴ
安全,安全,アンゼン
多分,たぶん,タブン
間違い,間違い,マチガイ
教授,教授,キョウジュ
全部,全部,ゼンブ
気分,気分,キブン
史,史,シ
ヨーロッパ,ヨーロッパ,ヨーロッパ
怖い,怖い,コワイ
捨てる,捨てる,ステル
旅行,旅行,リョコウ
レベル,レベル,レベル
着る,着る,キル
馬,馬,ウマ
興味,興味,キョウミ
批判,批判,ヒハン
末,末,スエ
将来,将来,ショウライ
週間,週間,シュウカン
民族,民族,ミンゾク
所謂,いわゆる,イワユル
夫婦,夫婦,フウフ
命,いのち,イノチ
火,火,ヒ
夏,夏,ナツ
僅か,わずか,ワズカ
厳しい,厳しい,キビシイ
体験,体験,タイケン
猫,猫,ネコ
参考,参考,サンコウ
迎える,迎える,ムカエル
正に,まさに,マサニ
窓,窓,マド
空,空,ソラ
販売,販売,ハンバイ
相,相,アイ
タイプ鱻type,タイプ,タイプ
全国,全国,ゼンコク
癌,がん,ガン
取れる,とれる,トレル
曲,曲,キョク
血,血,チ
キョウト,京都,キョウト
成立,成立,セイリツ
あっ,あっ,アー
兎に角,とにかく,トニカク
がる,がる,ガル
予定,予定,ヨテイ
最高,最高,サイコウ
展開,展開,テンカイ
席,席,セキ
有名,有名,ユウメイ
担当,担当,タントウ
ドア,ドア,ドア
確り,しっかり,シッカリ
特徴,特徴,トクチョウ
想像,想像,ソウゾウ
辛い,辛い,ツライ
手紙,手紙,テガミ
敵,敵,テキ
資金,資金,シキン
壁,壁,カベ
東,東,ヒガシ
仲間,仲間,ナカマ
押す,押す,オス
態度,態度,タイド
資料,資料,シリョウ
グループ,グループ,グループ
超える,超える,コエル
極めて,極めて,キワメテ
都,都,ト
最大,最大,サイダイ
被害,被害,ヒガイ
感情,感情,カンジョウ
やら,やら,ヤラ
以来,以来,イライ
事情,事情,ジジョウ
実施,実施,ジッシ
歯,歯,ハ
北,北,キタ
諸,諸,ショ
師,師,シ
急度,きっと,キット
パソコン,パソコン,パソコン
軽い,軽い,カルイ
園,園,ソノ
全,全,ゼン
知恵,知恵,チエ
病,病,ビョウ
新た,新た,アラタ
建物,建物,タテモノ
集団,集団,シュウダン
肩,肩,カタ
老人,老人,ロウジン
物語,物語,モノガタリ
定める,定める,サダメル
検討,検討,ケントウ
ゆっくり,ゆっくり,ユックリ
並ぶ,並ぶ,ナラブ
学ぶ,学ぶ,マナブ
明日,明日,アス
範囲,範囲,ハンイ
サイト,サイト,サイト
本来,本来,ホンライ
要求,要求,ヨウキュウ
症,症,ショウ
優しい,やさしい,ヤサシイ
検査,検査,ケンサ
年齢,年齢,ネンレイ
提供,提供,テイキョウ
我,我,ワレ
ケース,ケース,ケース
感覚,感覚,カンカク
関連,関連,カンレン
教,教,キョウ
指,指,ユビ
世,世,ヨ
団体,団体,ダンタイ
左,左,ヒダリ
近代,近代,キンダイ
まい,まい,マイ
愛,愛,アイ
伯父,叔父,オジ
反応,反応,ハンノウ
韓国,韓国,カンコク
代わり,代わり,カワリ
頷く,うなずく,ウナズク
市民,市民,シミン
分析,分析,ブンセキ
指摘,指摘,シテキ
医師,医師,イシ
通る,通る,トオル
作成,作成,サクセイ
罪,罪,ツミ
教師,教師,キョウシ
運ぶ,運ぶ,ハコブ
目標,目標,モクヒョウ
モデル,モデル,モデル
文学,文学,ブンガク
伴う,伴う,トモナウ
広がる,広がる,ヒロガル
金額,金額,キンガク
魚,魚,サカナ
元々,もともと,モトモト
共同,共同,キョウドウ
差,差,サ
付き合う,付き合う,ツキアウ
泣く,泣く,ナク
ソフト,ソフト,ソフト
進める,進める,ススメル
資産,資産,シサン
ヤフー,ヤフー,ヤフー
形成,形成,ケイセイ
袋,袋,フクロ
神経,神経,シンケイ
アジア,アジア,アジア
ホーム鱻home,ホーム,ホーム
繋がる,つながる,ツナガル
味,み,ミ
じゃ,じゃ,ジャ
以降,以降,イコウ
可愛い,かわいい,カワイイ
字,字,ジ
社員,社員,シャイン
準備,準備,ジュンビ
安定,安定,アンテイ
挙げる,あげる,アゲル
付き,付き,ツク
捉える,とらえる,トラエル
生命,生命,セイメイ
突然,突然,トツゼン
見詰める,見つめる,ミツメル
請求,請求,セイキュウ
公,公,コウ
運転,運転,ウンテン
重い,重い,オモイ
規模,規模,キボ
喜ぶ,喜ぶ,ヨロコブ
社長,社長,シャチョウ
姉,姉,アネ
避ける,避ける,サケル
学習,学習,ガクシュウ
細胞,細胞,サイボウ
工場,工場,コウジョウ
途中,途中,トチュウ
エネルギー,エネルギー,エネルギー
弁護,弁護,ベンゴ
変,変,ヘン
扠,さて,サテ
協力,協力,キョウリョク
会議,会議,カイギ
負担,負担,フタン
建設,建設,ケンセツ
可笑しい,おかしい,オカシイ
腹,腹,ハラ
距離,距離,キョリ
今後,今後,コンゴ
茶,茶,チャ
登場,登場,トウジョウ
体制,体制,タイセイ
説,説,セツ
応ずる,応ずる,オウズル
ちゃんと,ちゃんと,チャント
変更,変更,ヘンコウ
ごとし,ごとし,ゴトシ
近付く,近づく,チカヅク
届く,届く,トドク
観,観,カン
笑い,笑い,ワライ
道路,道路,ドウロ
平成,平成,ヘイセイ
株式,株式,カブシキ
春,春,ハル
巻,巻,カン
集まる,集まる,アツマル
米,米,ベイ
倍,倍,バイ
いらっしゃる,いらっしゃる,イラッシャル
宜しく,よろしく,ヨロシク
事故,事故,ジコ
後ろ,後,ウシロ
雪,雪,ユキ
関心,関心,カンシン
ポイント,ポイント,ポイント
人口,人口,ジンコウ
仕方,仕方,シカタ
携帯,携帯,ケイタイ
且つ,かつ,カツ
作り,つくり,ツクリ
戦後,戦後,センゴ
理論,理論,リロン
義務,義務,ギム
憲法,憲法,ケンポウ
希望,希望,キボウ
匂い,におい,ニオイ
丸,丸,マル
出掛ける,出かける,デカケル
質,質,シツ
削除,削除,サクジョ
機会,機会,キカイ
眺める,眺める,ナガメル
勝手,勝手,カッテ
通常,通常,ツウジョウ
選手,選手,センシュ
い,い,イ
発表,発表,ハッピョウ
出版,出版,シュッパン
日常,日常,ニチジョウ
製品,製品,セイヒン
張る,張る／貼る,ハル
文章,文章,ブンショウ
女の子,女の子,オンナノコ
含める,含める,フクメル
組,組,クミ
総,総,ソウ
丁度,ちょうど,チョウド
独立,独立,ドクリツ
傾向,傾向,ケイコウ
西,西,ニシ
目指す,目指す,メザス
南,南,ミナミ
メーカー,メーカー,メーカー
元気,元気,ゲンキ
旅,旅,タビ
ファイル,ファイル,ファイル
